	MG1655-1	HEXA1-1_1	HEXA2-9_1	HEXA4-10_1	ptrA-1	mdtK_ptrA-1	ompR-1	ompR_proQ-1	MG1655-2	HEXA1-1_2	HEXA2-9_2	HEXA4-10_2	ptrA-2	mdtK_ptrA-2	ompR-2	ompR_proQ-2	MG1655-3	HEXA1-1_3	HEXA2-9_3	HEXA4-10_3	ptrA-3	mdtK_ptrA-3	ompR-3	ompR_proQ-3	ompR_ptrA-1	ompR_proQ_mdtK-1	ompR_proQ_ptrA-1	bioAB-1	bioAB_ptrA-1	proQ-1	bioAB_ptrA_mdtK-1	bioAB_ptrA_ompR-1	ompR_ptrA-2	ompR_proQ_mdtK-2	ompR_proQ_ptrA-2	bioAB-2	bioAB_ptrA-2	proQ-2	bioAB_ptrA_mdtK-2	bioAB_ptrA_ompR-2	ompR_ptrA-3	ompR_proQ_mdtK-3	ompR_proQ_ptrA-3	bioAB-3	bioAB_ptrA-3	proQ-3	bioAB_ptrA_mdtK-3	bioAB_ptrA_ompR-3
26.17337	9.263	16.292	10.388	17.319000000000003	10.737	6.736000000000001	7.053999999999999	13.814	9.972999999999999	14.841	10.107999999999999	18.906	10.652000000000001	7.272	7.194	15.224	9.012	18.131	11.57	18.361	12.600999999999999	7.537999999999999	7.059	14.11	6.699	8.697000000000001	8.914	9.207	8.333	8.064	10.244000000000002	10.936	6.739	6.724	7.292000000000001	8.557	7.9910000000000005	7.872999999999999	10.356	10.192	6.507999999999999	7.066	7.746	7.652	8.016	8.466000000000001	9.325	10.445
26.33988	9.664	16.269000000000002	10.66	17.777	10.812999999999999	6.978	6.809	13.538	9.766	15.142000000000001	10.093	18.5	11.304	6.777	6.979	15.424000000000001	9.184	17.95	12.001	18.212	12.421	7.587999999999999	7.138999999999999	13.578	6.653	8.267000000000001	8.868	9.16	8.03	8.146	9.748	10.76	6.438	6.711	7.375	8.447000000000001	7.849	7.442	10.021	9.887	6.78	7.404	7.9879999999999995	7.99	7.8420000000000005	8.482999999999999	9.277999999999999	10.845
26.50669	9.204	16.748	10.714	17.902	11.350999999999999	6.901	6.933	13.788	9.69	15.103	10.594000000000001	18.625	10.658	6.829	6.881	14.944	9.21	18.17	11.448	18.848	11.839	7.127000000000001	7.1610000000000005	13.796	6.416	8.862	8.695	9.468	8.017999999999999	8.293	10.314	10.845999999999998	6.68	7.305	7.489	8.69	8.38	7.494	9.753	10.07	6.417999999999999	7.359	7.559	8.552999999999999	7.317	8.215	9.33	10.163
26.67333	9.588	16.555999999999997	10.49	17.518	11.222999999999999	6.869	7.157	13.404000000000002	10.267000000000001	14.911	9.953	19.137	10.722000000000001	6.989	6.977	14.912	9.466000000000001	18.137999999999998	11.448	18.368	12.222999999999999	7.319	6.712999999999999	13.475999999999999	6.5120000000000005	8.606	8.982999999999999	8.924	8.113999999999999	7.877000000000001	9.642000000000001	10.654000000000002	6.551	6.825	7.617000000000001	8.69	7.996	7.11	10.714	9.494	6.417999999999999	7.135	8.007	8.169	7.5729999999999995	8.215	9.523	10.579
26.84002	8.914	16.922	10.297	17.945	11.455	6.513	6.975	14.02	10.106	15.140999999999998	9.952	19.437	10.793	6.922999999999999	6.862	15.761	9.603	18.115	11.77	18.699	12.359000000000002	7.379	7.321000000000001	14.252	6.604	8.988	8.66	9.019	7.952000000000001	8.418	9.673	10.302999999999999	7.027	6.9479999999999995	7.4510000000000005	8.495	7.897	7.812	9.785	10.33	6.6739999999999995	7.067	7.4910000000000005	7.877999999999999	7.569	7.54	9.746	10.131
27.00674	8.899	16.515	10.474	18.052	11.339	6.819	6.954	13.808	9.418	15.026	10.033	18.935	10.549000000000001	6.747999999999999	7.127999999999999	14.744000000000002	9.775	17.902	12.138	19.35	12.147	7.813	7.273	13.495	6.622000000000001	8.621	9.222000000000001	8.555	8.418	8.115	9.753	10.479000000000001	6.853	6.166	7.886	8.512	7.497999999999999	7.861000000000001	10.249	9.927999999999999	6.6579999999999995	7.149	7.669	7.8629999999999995	7.395	8.613999999999999	9.314	10.467
27.17338	8.753	16.406	10.612	18.682000000000002	11.369000000000002	6.325	7.171	13.359000000000002	10.229	15.219000000000001	10.174	18.735	10.901	6.795	6.829	15.399000000000001	10.474	18.409000000000002	11.984000000000002	18.702	12.209000000000001	7.414	7.315	13.623	6.8629999999999995	8.924	8.31	8.953	8.207	7.972	9.797	10.839	6.361000000000001	6.569	7.777	7.985	7.675	7.14	9.908999999999999	10.062000000000001	6.316	7.1339999999999995	7.43	7.975	7.38	7.797000000000001	9.774	10.349
27.34	9.745	16.903	10.708	18.223	11.265	6.329	7.1610000000000005	13.097000000000001	9.623	15.692	10.047	18.947	10.255999999999998	7.02	6.976	14.712	9.507	18.622	12.173	19.425	11.786	7.194	6.645	12.722999999999999	6.994	8.703	8.761000000000001	8.252	8.144	8.199	9.701	10.677	6.431	6.862	7.845	7.957000000000001	7.614	7.239	10.068999999999999	9.644	6.444	7.362	7.657	7.755	7.352	8.343	9.136000000000001	10.412
27.50673	9.293	16.799	10.83	18.439	11.354000000000001	6.516	6.771	13.505	9.299	15.749	10.552999999999999	19.578	10.855	6.76	6.905	14.640999999999998	9.468	18.328	11.687999999999999	19.418	11.684000000000001	7.477	6.895	13.482999999999999	6.797000000000001	8.634	8.66	8.918	8.331	8.13	10.079	10.289000000000001	6.682	6.666	7.712999999999999	8.24	7.801	7.712000000000001	10.287	9.83	6.63	6.974	7.557	7.655	7.028	8.783999999999999	8.811	10.662
27.67334	9.308	16.918	10.431	18.429000000000002	10.991	6.689	7.207000000000001	13.748	9.953	15.895999999999999	10.632	20.047	11.162	6.487	6.831	15.718	9.392000000000001	18.189	11.897	20.398	11.512	6.98	7.772	13.245999999999999	6.652	8.521	9.408999999999999	9.027999999999999	8.059	7.921	10.254000000000001	10.21	6.7589999999999995	6.871	7.087999999999999	7.935	7.847	7.343999999999999	9.984	10.006	6.136	7.084	8.082	7.7010000000000005	7.17	8.161	9.242	10.04
27.84005	9.133	17.15	10.511	19.077	10.875	6.611000000000001	7.186	13.314	9.395	15.780999999999999	10.457	20.375999999999998	10.824000000000002	6.728	7.127999999999999	14.449000000000002	9.691	18.264	11.975999999999999	19.897000000000002	12.035	7.2860000000000005	7.086	13.290999999999999	6.702000000000001	8.602	8.628	8.822000000000001	7.8839999999999995	7.62	9.792	10.575999999999999	6.777	6.73	7.745	8.208	7.705	7.202000000000001	9.968	9.606	6.375	7.006	7.876	7.272	7.315	7.636	9.832	9.896
28.00664	9.202	17.573	10.612	18.702	10.786	6.808	7.1610000000000005	13.639000000000001	9.879	15.468	10.558	19.969	10.447000000000001	6.382000000000001	7.072	14.808	9.985	18.526	12.237	19.393	12.137	7.354	7.187	12.947000000000001	6.706	8.607000000000001	8.665	8.859	8.081	7.305	9.765	10.199	6.846	6.862	7.367000000000001	8.149	7.933	7.59	10.197000000000001	10.314	6.667999999999999	7.202000000000001	7.657	7.468	7.16	8.055	8.976	10.38
28.17328	9.157	17.502	10.946	18.667	11.014000000000001	6.479	7.13	13.325999999999999	9.672	15.889000000000001	10.129	19.965999999999998	10.963	6.625	7.004	14.673	9.542	18.59	11.898	20.06	11.409	7.025	6.9479999999999995	12.508	6.473	8.754	8.877	8.908999999999999	7.843999999999999	7.774	9.622	10.086	6.837999999999999	6.981	7.614	7.82	7.667000000000001	7.45	9.672	10.325	6.587000000000001	7.129	7.519	7.649	7.087000000000001	8.012	9.026	10.618
28.34001	9.39	17.422	10.574000000000002	19.033	10.835999999999999	6.36	6.985	13.498	9.651	15.615	10.299000000000001	19.98	10.626	6.444	6.827999999999999	14.052	9.363999999999999	19.146	11.845999999999998	19.757	11.231	6.939	6.608	12.902999999999999	6.513999999999999	8.573	8.823	8.633	7.917999999999999	7.465	9.633	10.065	6.5920000000000005	7.085	7.814	7.734	7.772	7.172999999999999	10.350999999999999	9.859	6.63	6.978	7.465	7.6579999999999995	7.096	8.085	9.227	10.277999999999999
28.50681	8.801	17.367	10.845	18.66	10.785	6.379	6.995	12.969000000000001	10.145	16.105	10.57	19.895	10.765999999999998	6.716	6.742000000000001	14.665	9.535	19.22	11.700999999999999	19.767	11.339	7.244	6.847	12.661	6.372999999999999	8.781	9.095	8.618	7.807	7.6739999999999995	9.808	10.462	6.642	6.69	7.577000000000001	7.529	7.312	6.999	9.826	9.777999999999999	6.327000000000001	7.251	7.355	7.358	7.019	8.484	8.862	10.23
28.6734	9.343	17.303	10.972000000000001	18.819000000000003	10.689	6.537999999999999	6.9	13.128	9.572000000000001	16.328	10.697000000000001	19.544	10.224	6.716	6.837999999999999	14.379000000000001	9.44	19.156	12.083	19.958	12.454	6.957000000000001	6.752000000000001	12.948	6.372999999999999	8.495	9.158999999999999	8.904	7.521	7.865	9.904	10.24	6.642	6.881	7.577000000000001	7.688	7.026	7.19	9.762	10.065	6.232	7.41	7.737	7.039	7.305	7.625	9.466000000000001	9.976
28.84017	9.406	17.271	10.972000000000001	19.711	11.708	6.537999999999999	7.187	12.651	9.826	16.01	10.474	20.5	10.67	6.62	7.252000000000001	13.742	9.822000000000001	19.125	12.37	20.149	11.052999999999999	7.021	7.261	12.279000000000002	6.405	8.558	8.681000000000001	8.299	7.648	7.642	9.84	10.654000000000002	6.547000000000001	7.199	7.3229999999999995	7.784	7.312	7.095	9.571	10.065	6.582000000000001	7.028	8.183	7.135	7.082000000000001	7.688	9.116	9.976
29.00686	9.406	17.462	11.130999999999998	19.805999999999997	10.594000000000001	6.537999999999999	7.091	13.128	9.476	16.105	10.888	20.404	10.606	6.334	6.71	14.187999999999999	9.631	19.602	12.019	20.403	11.117	6.957000000000001	6.5920000000000005	11.993	6.564	8.908999999999999	9.254	8.427	7.6160000000000005	7.577999999999999	9.426	10.176	6.579	7.072	7.8	8.293	7.28	6.712000000000001	9.826	10.033	6.709	7.156000000000001	7.546	7.358	6.796	8.07	8.479	10.071
29.17336	9.661	17.494	10.972000000000001	19.52	10.785	6.2829999999999995	6.773	12.555	9.89	16.201	10.665	20.245	10.415	6.811	6.997000000000001	13.965	9.79	19.538	12.37	20.816999999999997	11.626	6.925	7.325	12.597999999999999	6.086	8.908999999999999	8.617	8.427	7.648	7.992000000000001	9.649	10.24	6.547000000000001	6.976	7.577000000000001	7.688	7.376	7.1579999999999995	10.144	9.682	6.582000000000001	7.124	7.897	6.88	7.082000000000001	7.9110000000000005	9.084	10.23
29.34008	9.158	17.963	11.2	19.8	10.784	6.4510000000000005	7.087999999999999	12.300999999999998	9.164	16.359	10.289000000000001	20.875	10.575	6.596	6.769	13.894	9.883	19.502	12.085999999999999	19.889	11.117	7.189	7.107	12.122	6.541	8.725	8.562000000000001	8.466000000000001	7.496	7.428	9.782	10.244000000000002	6.271	6.667000000000001	7.968	7.347	7.098	6.848	9.609	9.368	6.301	7.3870000000000005	8.318	7.398	6.869	7.601	8.9	10.235
29.50683	10.16	17.525	11.058	19.964000000000002	10.811	6.492999999999999	7.246	12.74	9.847000000000001	16.418	10.845	20.912	10.440999999999999	6.417000000000001	7.059	13.709000000000001	9.562000000000001	19.281	12.425	20.274	11.046	6.944	7.474	11.985	6.519	8.769	8.318	8.318999999999999	8.05	7.692	9.732999999999999	10.389000000000001	6.309	7.026	7.595	7.706	7.202999999999999	6.986000000000001	9.847000000000001	10.056000000000001	6.731	7.142	7.725	6.898	6.941	7.516	9.041	10.284
29.67358	9.071	18.314	10.797	19.574	11.091	6.36	7.08	12.255	9.46	17.112000000000002	10.904000000000002	20.554000000000002	10.88	6.412000000000001	6.955	13.765	9.363999999999999	20.038	12.323	20.713	11.517999999999999	6.747999999999999	7.053999999999999	11.692	6.132000000000001	8.891	9.109	8.027000000000001	7.822	7.5920000000000005	9.728	10.288	6.369	6.894	7.622999999999999	7.256	7.199	7.172999999999999	10.128	10.177	6.407	7.138	7.72	6.989	7.032	7.83	9.323	10.755999999999998
29.84012	9.396	18.465	11.407	20.332	10.867	6.369	6.662999999999999	12.225	9.721	17.047	10.559000000000001	21.057	10.594000000000001	6.6739999999999995	6.727	13.725999999999999	9.49	19.683	12.549000000000001	20.516	11.517999999999999	7.6160000000000005	6.9639999999999995	12.235	6.459	8.771	8.671	7.9079999999999995	7.416	7.632999999999999	9.511000000000001	10.07	6.537999999999999	7.063	7.855	7.17	7.207000000000001	6.5760000000000005	9.72	9.83	6.571000000000001	7.337000000000001	7.601	6.8389999999999995	6.914	7.2010000000000005	9.074	10.219
30.00682	8.775	18.107	11.040999999999999	20.069000000000003	11.174000000000001	6.574	7.13	12.625	9.386000000000001	16.908	10.925	21.526	10.422	6.689	6.654	12.762	9.128	19.641	12.853	20.888	11.792	7.057	6.6610000000000005	11.870999999999999	6.122999999999999	8.691	8.718	7.954	7.335	8.061	9.654	10.15	6.36	7.553999999999999	7.805	7.629	7.221	6.9079999999999995	10.054	9.656	6.492000000000001	7.224	7.615	7.171	6.737	7.407	9.026	10.427
30.17359	9.571	18.489	11.328	20.642	10.887	6.351	6.907	12.275	9.45	16.717	11.020999999999999	21.335	11.154000000000002	6.434	6.718	13.144	9.924	20.119	12.120999999999999	21.271	10.964	6.834	6.789	11.808	5.803999999999999	8.85	8.812999999999999	8.017999999999999	7.526	7.0729999999999995	9.812999999999999	9.863	6.296	7.108	7.9639999999999995	7.597	7.381	6.7170000000000005	10.245	9.975	6.428	7.0329999999999995	8.347000000000001	6.98	6.9910000000000005	7.534	9.185	10.076
30.34032	9.841000000000001	17.892	10.931	20.234	10.882	6.393	6.97	11.405	9.719	17.351	10.845	20.958000000000002	10.83	6.9239999999999995	6.976	13.149000000000001	9.475	20.186	12.556	21.436	11.946	7.067	6.9	12.052999999999999	6.0360000000000005	8.447000000000001	9.207	8.283999999999999	7.379	7.337000000000001	9.669	10.325999999999999	6.144	7.053	7.526	7.191	7.263	6.728	10.293	9.802999999999999	6.029	7.202000000000001	8.04	6.893	6.395	7.832000000000001	9.519	10.603
30.50685	9.501	18.657	11.164000000000001	20.203	10.665	6.374	7.229	11.445	9.921	17.005	11.015	21.851999999999997	10.262	6.553999999999999	6.755	13.182	9.48	20.156	12.787	21.118000000000002	11.25	6.888999999999999	6.718999999999999	11.838	6.496	8.811	9.22	7.882000000000001	7.742000000000001	7.574	9.68	10.368	6.414	7.035	7.412999999999999	7.11	7.212999999999999	6.805	9.889	9.812000000000001	6.646	7.63	7.862	7.002999999999999	6.8229999999999995	7.7170000000000005	9.211	10.485999999999999
30.67354	9.506	18.538	11.520999999999999	20.498	11.118	6.475	7.013	12.376	9.607999999999999	17.139	10.925	21.541	10.141	6.622000000000001	6.89	12.456	9.742	20.163	13.015999999999998	21.54	11.289000000000001	7.181	6.98	11.62	5.959	8.72	8.906	7.664	7.204	7.1	9.654	10.597000000000001	6.386	7.04	7.736000000000001	7.401	7.249	6.522	9.99	9.818	6.269	7.7620000000000005	7.739	6.816	6.955	7.3389999999999995	9.152000000000001	10.3
30.84022	9.646	18.647000000000002	10.924000000000001	20.483	10.797	6.269	6.593	11.55	9.715	17.167	10.682	21.463	10.587	7.146	6.688	12.032	9.865	20.789	12.639000000000001	22.035	11.097999999999999	7.1339999999999995	6.672000000000001	11.307	5.914	8.671	8.985	7.903	7.443	7.374	9.697000000000001	10.222999999999999	6.47	7.09	7.596	7.484	7.107	6.794	9.429	9.729	6.216	7.587000000000001	7.914	7.121	6.814	7.101	9.26	10.405
31.00701	9.008	18.824	11.275	21.135	10.55	6.456	7.207999999999999	11.491	10.001	17.430999999999997	11.318	21.701	10.434000000000001	6.73	6.5729999999999995	12.682	9.555	20.452	12.61	21.509	11.04	7.449	6.767	11.214	6.3229999999999995	9.21	9.109	8.537	7.153	7.305	9.441	10.447000000000001	6.1770000000000005	7.404	7.686	7.606	7.007999999999999	6.5360000000000005	9.873	9.859	6.534	7.711	7.72	6.862	7.127999999999999	7.4479999999999995	9.482000000000001	10.342
31.17358	9.312999999999999	19.002	11.905	21.151	10.455	6.726	6.7989999999999995	11.550999999999998	9.703	17.945999999999998	11.148	21.906999999999996	11.169	6.747999999999999	6.934	12.373	9.814	20.878	12.732999999999999	21.81	11.295	6.825	6.852	11.369000000000002	6.082000000000001	8.908999999999999	9.062000000000001	7.437	7.489	7.319	9.589	10.087	6.22	7.513999999999999	7.476	7.492000000000001	7.437	6.391	10.5	9.533	6.205	6.992999999999999	7.895	6.939	6.8870000000000005	7.112	9.437999999999999	10.427999999999999
31.34017	9.468	19.185	11.229000000000001	21.015	11.055	6.497999999999999	7.047999999999999	11.992	9.953	18.131	11.142999999999999	21.995	10.556	6.263999999999999	6.4479999999999995	12.589	9.999	21.19	13.014000000000001	21.866	11.48	6.98	6.91	11.075	5.95	8.968	8.93	7.975	7.516	7.059	9.712	10.241	6.44	7.414	8.014	7.584	7.718999999999999	6.195	9.537	10.23	6.391	7.403	7.794	6.903	6.595	7.202999999999999	9.465	10.487
31.50685	9.31	19.518	11.482999999999999	20.968000000000004	10.41	6.279	6.527	11.509	10.113	17.834	11.207	21.756	10.453	6.745	6.787000000000001	12.895	9.097000000000001	21.112	12.787	22.296999999999997	11.186	7.335	6.369	11.423	6.209	8.492	8.805	7.978	7.55	7.096	9.585	10.209	6.318	7.035	7.827000000000001	7.269	7.5	6.422000000000001	9.953	9.972000000000001	6.104	7.534	8.052999999999999	6.62	6.9510000000000005	7.143	9.019	10.167
31.67363	9.794	19.572	11.487	21.534000000000002	11.014000000000001	6.256	6.62	11.224	9.959	17.768	11.084000000000001	22.163	10.422	6.275	7.132000000000001	12.285	9.446	21.074	12.758	21.589000000000002	10.709000000000001	7.057	6.789	11.425999999999998	6.409	9.168	9.195	7.635	7.621	6.691	9.431000000000001	10.245	6.0729999999999995	7.108	7.614	6.865	7.285	6.207999999999999	9.577	10.134	5.95	7.065	7.806	7.0760000000000005	7.468999999999999	7.056	9.312000000000001	10.331
31.84026	10.064	19.634	11.347000000000001	21.143	10.314	6.165	6.532	10.93	9.942	17.967	11.1	22.793000000000003	10.997	6.986000000000001	6.5729999999999995	12.523	9.611	21.221	13.134	22.313000000000002	10.450999999999999	6.935	6.676	11.099	6.064	9.051	9.365	7.93	7.727	6.662000000000001	9.413	10.327	6.233	7.272	7.745	7.41	7.4510000000000005	6.565	10.324000000000002	9.359	6.252999999999999	7.23	8.357000000000001	6.377999999999999	7.06	7.093999999999999	9.55	9.55
32.00697	9.041	19.378	11.667	21.175	10.218	6.547999999999999	6.916	11.729000000000001	9.942	17.967	11.196	22.601999999999997	10.325	6.763	6.733	12.619000000000002	9.228	21.285	13.134	22.601	10.802999999999999	7.382000000000001	7.155	10.683	5.904	8.828	8.757	7.547000000000001	7.247999999999999	6.757999999999999	9.701	10.263	6.169	7.432	8.256	7.346	7.3870000000000005	6.277	10.037	9.934	5.7410000000000005	7.518	7.909	6.857	7.06	7.093999999999999	9.294	10.317
32.17376	9.519	19.875999999999998	11.668	21.319000000000003	10.640999999999998	6.48	6.414	11.35	10.068999999999999	18.425	11.388	22.458000000000002	10.364	6.44	6.682	12.12	9.3	21.363000000000003	13.011	22.361	10.777000000000001	7.122000000000001	6.707000000000001	11.709000000000001	5.995	8.985	9.106	7.8629999999999995	7.372999999999999	6.24	9.828	10.84	6.2589999999999995	7.364	8.06	7.085	7.382999999999999	6.529	9.94	9.904	5.9639999999999995	7.45	8.29	6.756	7.12	6.962000000000001	9.293	10.253
32.34034	8.908999999999999	19.927	11.51	21.944000000000003	10.263	6.412000000000001	6.968	11.802	9.492	18.371	11.421	22.891	9.793	6.566	6.566	12.581	9.212	21.473000000000003	13.527000000000001	22.185	10.43	7.15	6.579	10.784	6.215	8.63	9.136000000000001	7.507999999999999	7.306	7.291	9.892000000000001	10.425999999999998	6.221	7.2	7.223	7.112	7.443	6.237	9.395	9.843	6.124	7.254	8.158999999999999	6.495	7.148	6.349	9.26	10.67
32.50702	8.955	19.458	11.880999999999998	22.05	10.128	6.454	6.421	12.05	9.378	18.338	11.116	23.253	10.524000000000001	6.803	6.537000000000001	12.744000000000002	9.593	22.025	13.005	22.480999999999998	11.289000000000001	7.127999999999999	6.465	10.835999999999999	6.256	9.156	9.276	7.903	7.704	6.401	9.747	10.251	6.26	7.37	7.744	7.152	7.775	6.086	9.955	9.702	5.979	7.521	7.978	6.567	7.35	7.193	8.954	9.95
32.67373	9.587	19.89	12.030999999999999	21.616	10.436	6.5089999999999995	6.6	11.139000000000001	9.56	18.774	11.17	22.659000000000002	10.286	6.952999999999999	6.426	12.537	9.259	21.849	13.378	22.658	11.019	7.375	6.615	11.209000000000001	6.151	9.146	8.464	7.7010000000000005	7.5329999999999995	6.874	9.222999999999999	10.015	6.155	7.617000000000001	7.928	6.9510000000000005	7.5729999999999995	6.3020000000000005	10.008	9.98	5.936	7.223	8.097000000000001	6.847	7.341	6.766	9.008	10.356
32.84042	9.036	20.042	11.511	22.314	10.334000000000001	6.44	6.657	11.261	9.234	18.51	11.293	22.843000000000004	10.119	6.8839999999999995	6.611000000000001	12.85	9.156	21.905	14.174000000000001	23.131	10.949000000000002	7.274	6.867000000000001	11.172	5.792999999999999	8.949	8.844	7.728	7.528	6.934	9.539	10.042	5.862	7.805	7.922999999999999	6.914	7.5360000000000005	6.2010000000000005	10.003	10.167	6.252000000000001	7.571000000000001	8.285	6.457999999999999	7.144	6.665	9.388	10.158
33.0071	9.129	20.177	11.901	22.028000000000002	10.475999999999999	6.785	7.127000000000001	11.527000000000001	9.907	18.595	11.712	23.166999999999998	10.26	6.751	6.765	12.136	9.847999999999999	22.289	14.024000000000001	23.294	10.156	7.33	6.48	11.081	6.202000000000001	8.976	9.675	7.657	7.362	6.891	9.472999999999999	10.333	5.88	7.122000000000001	7.882000000000001	6.6129999999999995	7.818	6.74	9.905	9.947000000000001	6.091	7.371	8.151	6.5760000000000005	7.489	6.591	8.968	10.127
33.17376	9.854	20.614	11.849	22.243000000000002	10.738	6.935	6.774	11.697000000000001	9.924	18.724	11.982999999999999	23.189	10.01	6.899	6.505	12.52	9.593	21.929000000000002	13.197000000000001	22.963	10.197000000000001	7.706	6.529	11.029000000000002	5.9670000000000005	8.738999999999999	9.533	7.165	7.35	6.562	9.523	10.251	5.971	7.337999999999999	8.162	6.8629999999999995	7.742999999999999	6.183	10.019	9.863	5.754	7.682	7.7860000000000005	6.021	7.64	6.678999999999999	9.275	9.885
33.34031	9.134	20.282	12.293	22.293000000000003	10.289000000000001	7.176	7.1979999999999995	11.758	9.912	19.278	11.943	23.529	10.524000000000001	6.949	6.611000000000001	12.53	9.436	21.653000000000002	13.322000000000001	23.399	9.776	7.85	6.711	11.795	5.917000000000001	9.142000000000001	9.036	7.308	7.882000000000001	6.606	9.511000000000001	10.209	6.271	7.416	8.112	6.778	7.984	6.358	9.782	9.567	5.837999999999999	7.247000000000001	8.317	6.484	7.784	6.821000000000001	9.23	10.036
33.50715	9.758	20.947	11.815	22.353	10.507	6.939	6.315	11.724	9.892000000000001	19.194000000000003	11.245	23.011	10.421	6.933	6.653	12.09	9.937000000000001	21.914	13.642000000000001	23.78	10.640999999999998	7.5489999999999995	6.434	11.475	5.78	8.902000000000001	8.958	7.329	7.577999999999999	6.568	9.812000000000001	10.442	5.912999999999999	7.727	8.23	6.644	7.939	6.251	10.019	9.828	6.108	7.461	8.719	6.54	7.419	6.555	9.372	10.431
33.67374	9.517000000000001	20.748	12.152999999999999	22.089000000000002	10.494000000000002	7.114	6.432	11.357999999999999	9.523	19.12	11.838	23.421	10.119	6.98	6.386	12.754000000000001	9.669	22.546999999999997	14.366	23.388	10.242	7.659	6.6739999999999995	11.780999999999999	5.89	8.949	9.068999999999999	7.888999999999999	7.881	6.87	9.732000000000001	10.523	6.343	7.035	8.116	6.561	8.049	5.912000000000001	9.939	9.493	6.348	7.667000000000001	8.189	6.265	7.721	6.569	8.937999999999999	9.869
33.8404	9.395	20.705	11.804	22.561	10.269	7.122000000000001	6.3020000000000005	11.648	9.882	19.436	11.554	23.123	10.056000000000001	7.34	6.252999999999999	12.588	9.988	22.570999999999998	14.046	23.539	10.212	7.827999999999999	6.648	11.174000000000001	5.835	8.796	8.66	7.416	7.696000000000001	6.3660000000000005	9.385	10.399000000000001	5.6160000000000005	7.428999999999999	7.932	6.7	8.314	6.081	9.496	9.656	6.322	7.291	8.068	6.307	7.6979999999999995	6.513999999999999	8.527999999999999	9.939
34.00707	9.386000000000001	21.078000000000003	12.19	23.186	10.282	7.397	6.515	11.687000000000001	9.811	19.4	11.550999999999998	23.616999999999997	9.97	7.4270000000000005	6.7	12.587	9.333	22.901	13.863	23.519000000000002	10.252	7.749	6.5120000000000005	11.693	5.816	8.719	9.288	7.303	7.942	6.247999999999999	9.472999999999999	9.882	5.88	7.5729999999999995	8.654	6.678	8.204	6.064	10.097999999999999	9.626	5.898	7.725	8.247	6.125	8.068999999999999	6.109	9.708	10.127
34.17374	9.758	21.043000000000003	11.912	22.45	10.218	7.388	6.507999999999999	11.821	10.245	20.124000000000002	12.046	23.491999999999997	10.677999999999999	7.318	6.845	12.539000000000001	9.36	22.619	13.738	23.587	11.026	7.869	6.306	11.571	6.068	8.741	9.439	7.1370000000000005	8.347000000000001	6.5360000000000005	9.299	10.089	6.0089999999999995	7.3420000000000005	8.23	6.42	8.003	5.898	9.635	9.379	5.755	7.846	7.949	6.348	7.771	6.459	8.891	10.142000000000001
34.34046	9.402999999999999	21.406	12.784	22.646	10.295	7.252999999999999	7.0729999999999995	12.087	9.698	20.021	12.017000000000001	23.689	10.144	7.7010000000000005	6.678	12.468	9.441	23.166	14.295	23.559	10.298	8.056000000000001	6.593	12.06	5.931	8.993	9.016	7.193	8.248	6.2989999999999995	9.458	10.315999999999999	5.771	6.98	8.382	6.182	8.158	6.05	10.147	9.544	5.817	7.8389999999999995	8.329	6.305	7.957999999999999	6.095	8.856	10.207
34.50715	9.402999999999999	21.340999999999998	12.559000000000001	23.386	9.749	7.382000000000001	6.687	12.184000000000001	9.57	19.828	11.888	23.528000000000002	10.08	7.476	6.356	12.725	9.988	23.198	14.390999999999998	23.912	10.33	7.9270000000000005	6.722	11.868	6.188	8.897	9.209	7.354	8.312999999999999	6.106	9.747	10.38	5.771	7.558	8.093	6.6	8.351	5.857	9.375	9.607999999999999	6.107	7.421	8.329	6.015	8.151	6.385	8.792	10.014
34.67379	9.419	21.175	12.640999999999998	23.410999999999998	10.186	7.686	6.29	11.752	9.777999999999999	20.494	11.937000000000001	23.875	10.067	7.556	6.604	13.134	9.751	23.03	14.217	24.195	10.639000000000001	8.038	6.577000000000001	11.564	5.848	9.073	8.902000000000001	7.303	7.974	6.215	9.57	10.494000000000002	6.074	7.412000000000001	8.3	6.6129999999999995	8.462	5.837999999999999	9.777000000000001	9.529	6.026	7.917999999999999	8.312000000000001	6.318	8.23	6.72	9.161	10.222999999999999
34.84042	9.713	21.666	12.84	23.484	10.289000000000001	7.466	6.2	11.950999999999999	9.88	20.083	11.845999999999998	24.237	10.073	7.657	6.676	13.206	9.629	23.585	14.546	24.041999999999998	9.937000000000001	8.172	6.421	11.86	5.756	8.981	9.293	7.405	8.462	6.22	9.414	9.984	5.885	7.6739999999999995	8.112	6.585	8.209	5.586	9.396	9.824	6.192	7.922999999999999	8.252	6.0329999999999995	8.074	5.856	8.78	10.003
35.00717	9.322000000000001	21.271	13.124	23.604	10.057	7.976	6.322	12.202	9.392000000000001	20.365	12.42	24.615	9.873	7.652	6.443	13.327	9.461	23.576999999999998	14.892999999999999	23.616	10.349	8.135	6.319	11.853	5.751	8.912	9.771	7.303	8.038	5.926	9.699	9.979	5.784	7.122000000000001	7.817	6.324	8.655	5.678	9.326	9.561	6.316	7.468	8.215	6.157	8.423	6.3020000000000005	9.064	10.03
