	MG1655-1	HEXA4-10_1	HEXA7-2_1	ompR-1	proQ-1	ompC-1	ompR_proQ-1	ompR_ompC-1	MG1655-2	HEXA4-10_2	HEXA7-2_2	ompR-2	proQ-2	ompC-2	ompR_proQ-2	ompR_ompC-2	MG1655-3	HEXA4-10_3	HEXA7-2_3	ompR-3	proQ-3	ompC-3	ompR_proQ-3	ompR_ompC-3	proQ_ompC-1	ompR_proQ_ompC-1	MG1655-1dup	IBUA8-3_1	phoU-1	cheR-1	rph-1	proQ_ompC-2	ompR_proQ_ompC-2	MG1655-2dup	IBUA8-3_2	phoU-2	cheR-2	rph-2	proQ_ompC-3	ompR_proQ_ompC-3	MG1655-3dup	IBUA8-3_3	phoU-3	cheR-3	rph-3
28.50769	11.642999999999999	22.834	3.198	7.1979999999999995	4.9319999999999995	13.534	13.465	7.779	12.137	23.444000000000003	3.265	8.186	5.004	14.325999999999999	13.44	8.487	12.935	23.456	5.1770000000000005	7.468999999999999	5.266	13.602	13.311	8.591000000000001	10.655999999999999	8.752	1.5619999999999998	32.253	2.008	1.568	1.239	12.011	8.827	1.7930000000000001	32.153	2.517	1.795	1.534	13.2	9.344	2.71	29.666999999999998	3.0439999999999996	1.962	1.535
28.67447	12.154000000000002	23.451	3.076	7.506	4.843999999999999	13.124	13.645999999999999	8.351	12.844000000000001	23.961	3.275	7.805	5.212000000000001	13.424000000000001	13.26	8.731	13.218	23.121	4.894	8.467	5.08	13.587	13.46	8.54	11.099	8.339	1.571	31.956999999999997	2.1519999999999997	1.545	1.183	12.489	9.007	1.9669999999999999	32.481	2.231	1.641	1.7730000000000001	13.023	9.753	2.753	30.090999999999998	3.1860000000000004	2.005	1.709
28.8411	11.41	23.666	3.115	7.382000000000001	4.686	13.168	12.868	8.229	11.936	23.616	3.1830000000000003	8.011000000000001	5.088	13.699000000000002	13.042	8.346	12.870999999999999	23.531999999999996	4.902	8.772	5.284	13.335999999999999	13.045	8.32	10.815	8.743	1.4780000000000002	31.88	2.061	1.683	1.452	12.239	9.017999999999999	1.8090000000000002	32.207	2.435	1.746	1.7469999999999999	13.497	9.927999999999999	2.923	31.195999999999998	2.865	2.11	1.617
29.00778	12.644	23.823	3.2230000000000003	7.23	5.058	13.152000000000001	13.311	8.046	12.349	23.936	3.16	8.287	5.132000000000001	13.222999999999999	12.828	8.064	13.088	23.525	5.308	8.359	4.802	14.175	12.765999999999998	8.269	11.423	8.889	1.849	32.504	2.238	1.693	1.396	12.554	9.033999999999999	1.9169999999999998	34.113	2.544	1.854	1.56	13.715	10.141	2.9330000000000003	32.378	3.1060000000000003	1.891	1.6269999999999998
29.17444	11.398	24.206	3.142	7.276	4.942	12.763	13.645999999999999	7.825	12.745999999999999	23.895	3.0780000000000003	7.575	4.982	14.015999999999998	13.162	8.435	13.645	23.679000000000002	5.255	8.336	5.244	14.047	13.328	8.934	11.296	8.668	1.636	31.892	1.922	1.6440000000000001	1.446	12.292	9.302999999999999	1.999	33.499	2.461	1.739	1.7730000000000001	13.515999999999998	10.311	2.8510000000000004	32.719	3.154	2.0709999999999997	1.61
29.34118	10.917	24.421	3.148	6.9879999999999995	4.982	13.07	13.788	8.525	12.462	25.094	3.052	7.091	5.3839999999999995	13.436	12.352	8.215	12.739	23.894000000000002	5.263	8.049	4.758	13.007	13.045	9.043	11.308	9.236	1.774	31.913	2.127	1.486	1.485	12.633	8.919	2.006	32.404	2.435	1.746	1.681	13.234000000000002	10.585	3.219	32.51	3.26	2.012	1.617
29.50792	11.876	23.51	3.0189999999999997	7.518	4.854	13.305	13.761	7.938	11.975	24.281	3.187	8.081	4.993	13.015	13.277000000000001	8.417	12.515999999999998	24.296999999999997	5.103	8.547	4.992	13.933	13.543	8.654	11.312999999999999	9.142999999999999	1.645	31.398000000000003	2.032	1.7519999999999998	1.357	12.935	9.516	2.009	34.978	2.34	1.848	1.7830000000000001	14.687000000000001	10.425999999999998	3.0580000000000003	32.225	3.0660000000000003	2.081	1.62
29.67455	11.664000000000001	24.226999999999997	3.358	7.3	4.601	13.059000000000001	12.988	7.622999999999999	11.335	24.043000000000003	3.1630000000000003	7.601	4.8389999999999995	12.867	13.262	8.232999999999999	12.338	24.224	5.115	7.968999999999999	4.97	12.931	13.167	8.866	11.198	9.19	1.8840000000000001	32.022	2.242	1.6640000000000001	1.4980000000000002	13.152000000000001	9.467	1.986	33.729	2.5469999999999997	1.956	1.892	14.017999999999999	10.212	2.97	33.178000000000004	3.2739999999999996	2.0909999999999997	1.729
29.84115	11.661	23.976999999999997	3.142	7.506	4.7780000000000005	12.96	13.35	7.9239999999999995	12.056	24.684	3.177	7.772	4.785	13.687000000000001	13.227	7.843999999999999	12.495999999999999	24.566	5.091	8.566	4.981	13.324000000000002	13.065999999999999	8.441	11.755999999999998	9.62	1.735	33.074	2.1519999999999997	1.6440000000000001	1.38	12.719000000000001	9.532	2.0980000000000003	33.302	2.428	1.903	1.7730000000000001	13.745999999999999	10.607000000000001	3.147	33.802	3.252	2.0709999999999997	1.61
30.00784	11.138	24.128	3.2260000000000004	7.135	5.061	12.5	13.677999999999999	7.952000000000001	12.255999999999998	24.964000000000002	3.196	7.403	5.103	13.328	13.459000000000001	8.266	12.47	24.75	5.5760000000000005	8.1	4.772	13.161	13.364	8.833	11.494000000000002	9.453	1.786	32.713	2.1430000000000002	1.795	1.4980000000000002	13.546	9.467	2.084	34.321	2.5469999999999997	2.055	1.892	14.577	10.442	3.266	33.047	3.2089999999999996	2.0909999999999997	1.827
30.17452	11.008	23.686999999999998	3.245	7.983	4.785	13.092	13.118	8.079	12.193	24.685	3.282	7.626	5.125	12.869000000000002	13.296	8.36	12.937999999999999	24.605999999999998	5.305	8.523	4.926	13.36	13.136	8.6	11.561	9.418	1.969	33.701	2.201	1.7819999999999998	1.518	12.4	9.764	2.104	32.15	2.765	1.943	1.912	14.522	10.177999999999999	3.088	33.046	3.2310000000000003	2.013	1.65
30.34138	11.149000000000001	23.916	3.2319999999999998	7.407	4.805	12.708	13.689	7.731	11.873	24.75	3.4	7.412000000000001	4.912	13.142000000000001	13.372	7.98	12.055	24.933000000000003	5.124	7.814	4.78	13.535	13.210999999999999	8.152000000000001	12.295	9.661	1.858	34.149	2.086	1.868	1.3730000000000002	13.132	9.774	2.0909999999999997	35.166	2.488	2.028	1.8659999999999999	14.592	10.815	3.174	33.858000000000004	3.1830000000000003	2.0980000000000003	1.768
30.50786	11.100999999999999	24.304000000000002	3.1430000000000002	7.122000000000001	5.012	12.395	14.002	7.678999999999999	12.187000000000001	25.401	3.4760000000000004	7.72	5.121	13.686	12.599	8.257	12.272	25.355	5.301	8.517999999999999	5.416	12.959000000000001	13.822000000000001	8.2	11.753	9.578	1.801	32.01	2.164	1.8119999999999998	1.515	13.942	9.791	2.133	32.929	2.5639999999999996	1.841	2.073	15.107000000000001	10.831	3.1510000000000002	33.134	3.128	2.141	1.943
30.67447	10.967	24.81	3.157	7.329	4.992	11.936	13.18	7.651	11.954	25.054000000000002	3.094	7.728	4.934	13.618	13.387	7.801	11.97	25.136	5.407	8.687999999999999	5.2620000000000005	12.761	13.095	8.072000000000001	11.982000000000001	9.481	1.881	31.945	2.1390000000000002	1.858	1.561	13.244000000000002	9.725	2.081	34.409	2.675	2.0180000000000002	2.086	14.866	10.732999999999999	3.2289999999999996	34.285	3.073	2.219	1.758
30.84127	11.149000000000001	24.375999999999998	3.002	7.242000000000001	5.002	12.247	13.591	7.567	12.267999999999999	24.651999999999997	3.071	7.51	5.2410000000000005	13.241	12.977	7.651	11.759	24.67	5.321000000000001	7.484	4.9110000000000005	12.942	13.474	8.448	12.295	9.891	1.956	33.260999999999996	2.1519999999999997	1.901	1.472	13.460999999999999	9.84	2.222	33.586999999999996	2.7510000000000003	1.93	1.8980000000000001	14.822000000000001	10.716	3.042	33.891	3.315	2.3280000000000003	2.032
31.008	10.902999999999999	24.205	3.1430000000000002	7.32	5.012	13.119000000000002	13.508	7.317	11.759	25.5	3.213	7.4239999999999995	4.726	12.764000000000001	12.927999999999999	7.895	12.009	24.761999999999997	5.332999999999999	8.025	5.119	13.782	13.492	8.398	12.148	10.17	1.867	33.195	2.197	1.8119999999999998	1.614	13.777000000000001	10.154	2.133	34.279	2.465	2.137	1.875	15.206	10.93	3.25	32.805	3.194	2.405	1.778
31.1747	11.715	25.504	3.236	6.851	5.104	13.107999999999999	13.728	7.439	12.077	25.779	3.1069999999999998	7.416	5.048	12.687000000000001	12.884	8.182	11.404000000000002	25.171999999999997	5.523	7.8839999999999995	4.816	12.981	13.908	7.729	11.905999999999999	9.995	1.8940000000000001	34.128	2.09	1.9040000000000001	1.673	13.467	10.241	2.226	34.191	2.886	2.032	2.0	14.796	10.919	3.4730000000000003	32.717	3.417	2.332	1.936
31.34136	10.875	25.641	3.095	6.807	4.995	12.335	13.81	7.656000000000001	12.092	25.851999999999997	2.9989999999999997	7.272	4.905	13.525	13.459000000000001	7.609	11.779000000000002	24.651999999999997	5.609	7.5089999999999995	5.101	13.424000000000001	13.397	8.636000000000001	12.284	9.947000000000001	2.082	35.211999999999996	2.5380000000000003	1.992	1.597	13.744000000000002	10.026	2.314	33.828	2.7439999999999998	1.923	2.155	15.07	11.034	3.233	32.849000000000004	3.472	2.289	2.123
31.50808	11.065999999999999	25.006999999999998	3.322	7.099	4.992	12.593	13.607000000000001	7.7170000000000005	11.823	25.875999999999998	3.094	7.695	5.099	13.158	13.19	7.801	11.444	25.333000000000002	5.308	7.8	5.295	13.32	13.390999999999998	8.664	12.574000000000002	9.843	1.9469999999999998	33.228	2.435	1.989	1.659	14.46	10.547	2.311	33.521	2.7739999999999996	1.953	1.9869999999999999	15.622	10.535	3.525	33.562	3.2710000000000004	2.318	2.021
31.67464	10.95	24.323	3.411	6.757999999999999	4.85	12.314	13.459000000000001	7.44	12.331	24.996	3.1830000000000003	7.814	5.022	12.615	13.731	7.591	12.575	25.305999999999997	5.362	8.246	4.791	13.302999999999999	14.129000000000001	8.451	13.049000000000001	10.353	1.9380000000000002	34.968	2.16	1.979	1.682	14.44	10.332	2.17	33.521	2.8289999999999997	2.041	2.174	15.435	11.209000000000001	3.515	34.086999999999996	3.49	2.176	1.946
31.84137	10.589	25.636999999999997	3.082	6.9879999999999995	4.982	11.722999999999999	13.558	7.835	11.115	25.62	3.2489999999999997	7.518	5.186	12.286	13.337	7.787999999999999	11.852	25.438000000000002	5.625	7.5889999999999995	4.89	13.5	13.57	8.616	12.885	10.452	2.069	34.147	2.16	2.1430000000000002	1.781	14.276	10.135	2.367	35.393	2.763	2.239	2.076	15.501	11.012	3.8760000000000003	32.214	3.391	2.275	2.1430000000000002
32.00803	10.014	25.336	3.1239999999999997	6.704	5.156000000000001	12.889000000000001	13.673	7.191	11.56	26.336	3.16	7.399	5.099	12.862	13.387	7.867000000000001	11.97	25.432	5.6370000000000005	7.667999999999999	5.098	13.419	13.785	8.828	12.475	10.205	1.9469999999999998	33.721	2.271	1.858	1.659	14.263	10.152000000000001	2.18	34.639	2.839	2.0180000000000002	2.1519999999999997	15.556	11.193	3.6239999999999997	33.233000000000004	3.665	2.318	2.021
32.17468	10.639000000000001	25.73	3.1239999999999997	6.31	4.959	12.165999999999999	13.673	7.52	11.625	25.679000000000002	3.193	7.531000000000001	4.803	12.434000000000001	13.552	7.44	11.937000000000001	25.235	5.407	8.49	4.966	13.32	13.785	8.368	13.198	10.172	2.177	33.425	2.468	2.055	1.692	14.165	10.710999999999999	2.278	33.159	2.7739999999999996	2.117	2.086	15.325999999999999	11.094000000000001	3.525	33.167	3.2710000000000004	2.285	1.956
32.34138	11.682	25.57	3.367	6.718999999999999	5.104	11.562000000000001	13.892000000000001	7.143	10.694	25.548000000000002	3.173	7.449	5.048	13.345	13.378	7.984	11.897	25.566999999999997	5.587999999999999	7.357	4.981	12.751	13.875	8.256	12.892999999999999	10.588	2.0909999999999997	33.568000000000005	2.287	1.9040000000000001	1.673	13.927999999999999	10.537	2.423	34.158	2.6889999999999996	2.262	2.165	15.454	11.248	3.835	34.33	3.713	2.431	2.134
32.508	11.132	25.73	3.091	6.474	5.156000000000001	11.212	13.87	7.191	11.658	26.27	3.193	7.497999999999999	5.0	13.847999999999999	13.255999999999998	7.111000000000001	11.773	25.432	5.604	7.274	5.065	12.958	13.753	8.138	12.607000000000001	10.402000000000001	1.98	33.918	2.238	2.153	1.692	13.902000000000001	10.612	2.311	33.422	2.839	2.2159999999999997	2.25	15.918	10.93	3.985	33.43	3.468	2.318	2.219
32.67482	10.743	26.2	3.16	6.5760000000000005	5.291	11.776	14.139000000000001	7.327000000000001	11.138	25.326	3.0980000000000003	6.877000000000001	5.004	13.13	13.788	7.346	11.977	26.559	5.642	6.982	5.0680000000000005	13.03	14.055	8.274	13.369000000000002	10.67	2.148	33.14	2.439	2.0580000000000003	1.761	14.697000000000001	10.717	2.314	34.552	2.58	2.318	2.352	16.813	11.231	3.825	32.882	3.5039999999999996	2.289	2.156
32.84156	10.842	25.97	2.897	6.379	5.16	12.072000000000001	13.81	7.294	11.368	26.378	3.065	7.0089999999999995	5.234	12.144	13.919	7.115	11.648	25.836	5.74	7.377000000000001	5.0680000000000005	12.569	14.152999999999999	7.912000000000001	13.27	10.374	2.148	33.6	2.472	1.992	1.761	14.467	10.52	2.4130000000000003	35.407	2.678	2.219	2.484	15.629000000000001	11.494000000000002	3.7260000000000004	34.888000000000005	3.6689999999999996	2.42	2.255
33.00817	10.03	25.801	3.148	6.265	5.475	12.017999999999999	13.952	6.915	11.509	25.949	3.2489999999999997	7.058	5.022	12.482999999999999	13.665999999999999	7.327999999999999	12.015999999999998	26.095	5.46	7.457999999999999	5.185	12.35	13.472000000000001	7.893	13.969000000000001	10.55	2.135	33.457	2.521	2.176	1.65	14.079	10.890999999999998	2.499	33.291	2.763	2.206	2.273	15.534	11.472000000000001	4.073	33.2	3.588	2.373	2.044
33.17474	9.707	26.631999999999998	3.1180000000000003	6.662999999999999	5.314	11.235	14.220999999999998	7.018	11.449000000000002	25.924	2.989	7.095	5.223	12.587	14.065999999999999	7.497000000000001	11.859000000000002	25.906999999999996	5.727	7.331	5.485	12.454	14.135	7.602	13.152999999999999	10.884	2.237	33.6	2.427	2.081	1.85	14.743	10.995	2.502	33.729	2.767	2.242	2.342	16.034000000000002	11.116	3.8139999999999996	32.258	3.362	2.475	2.245
33.34152	10.31	26.059	3.2560000000000002	6.375	5.518	10.686	14.495	6.665	11.329	26.336	3.094	7.169	5.23	12.434000000000001	13.847999999999999	7.308	11.640999999999998	26.254	5.8020000000000005	7.372999999999999	5.459	12.432	13.785	8.039	12.804	11.190999999999999	2.144	33.819	2.271	2.055	1.955	14.888	10.315999999999999	2.476	34.047	2.741	2.4459999999999997	2.1519999999999997	16.049	11.292	3.92	35.37	3.665	2.417	2.12
33.5082	10.629000000000001	26.393	3.137	6.39	5.4	11.265	14.155999999999999	7.045	11.484000000000002	26.009	3.305	6.593	5.443	13.245999999999999	13.575	7.622000000000001	11.009	26.39	5.752999999999999	7.2589999999999995	5.375	12.257	13.777000000000001	8.157	13.321	11.015	2.289	33.14	2.353	2.167	1.804	14.685	11.129000000000001	2.522	34.092	2.853	2.3609999999999998	2.362	15.849	11.511	4.0	33.507	3.713	2.431	2.331
33.67474	10.327	26.91	3.167	6.617000000000001	5.528	11.062999999999999	13.985	7.205	11.38	26.988000000000003	3.17	6.917999999999999	5.143	12.023	14.03	7.519	10.805	26.445999999999998	5.847	6.892	5.47	12.745	14.165	8.054	13.874	10.878	2.483	34.116	2.645	2.0980000000000003	1.966	14.777000000000001	10.827	2.617	34.147	2.7510000000000003	2.423	2.195	16.434	11.604000000000001	3.9960000000000004	35.141	3.512	2.394	2.262
33.84146	10.513	26.397	3.029	6.511	5.784	10.625	14.402000000000001	6.834	11.138	26.772	3.1630000000000003	6.712999999999999	5.398	12.835	14.215	7.641	11.154000000000002	26.362	5.707000000000001	7.343999999999999	5.397	12.273	13.989	7.847	13.698	10.604000000000001	2.345	34.423	2.439	2.19	2.057	14.763	10.947000000000001	2.512	35.012	2.8760000000000003	2.252	2.254	16.583	11.429	3.825	34.23	3.8	2.42	2.354
34.00817	10.737	26.684	3.091	6.211	5.584	10.785	14.133	6.829	10.869000000000002	26.862	3.3569999999999998	6.807	5.559	12.007	13.585	7.801	11.674000000000001	26.418000000000003	5.736000000000001	7.2410000000000005	5.394	12.202	14.279000000000002	7.644	13.56	11.585	2.342	34.904	2.435	2.153	1.9880000000000002	14.954	11.106	2.508	35.001	2.971	2.2159999999999997	2.447	16.148	12.277999999999999	4.183	35.403	3.862	2.778	2.613
34.17486	9.669	27.14	3.167	6.683	5.824	10.8	13.821	7.007000000000001	10.689	27.119	3.17	6.885	5.768	12.319	13.668	7.452999999999999	11.857999999999999	26.479	5.716	7.386	5.306	12.975	14.198	7.56	13.610999999999999	11.569	2.549	35.367	2.3819999999999997	2.164	2.064	15.468	11.222000000000001	2.5839999999999996	34.344	2.9810000000000003	2.226	2.458	16.368	11.999	4.029	34.648	3.8080000000000003	2.7230000000000003	2.459
34.34156	10.315	26.899	3.24	6.192	5.862	10.202	14.499	6.577999999999999	11.005	26.293000000000003	3.177	6.459	5.475	12.472000000000001	13.884	7.68	11.314	27.357	5.582999999999999	7.055	5.375	12.832	15.036	7.62	13.725999999999999	11.229000000000001	2.326	32.975	2.414	2.169	1.8730000000000002	15.05	11.075999999999999	2.6889999999999996	34.287	2.855	2.2969999999999997	2.365	17.062	11.722999999999999	4.197	32.981	3.975	2.498	2.3
34.5082	10.298	26.51	3.198	6.377999999999999	5.982	10.811	14.350999999999999	6.893	11.185	27.218000000000004	3.134	6.545	5.595	12.16	13.538	7.01	12.017000000000001	26.738000000000003	5.8	7.337000000000001	5.593999999999999	12.388	14.425999999999998	7.507999999999999	14.003	11.049000000000001	2.415	33.336	2.336	2.2569999999999997	1.9609999999999999	14.833	11.616	2.745	34.45	2.943	2.222	2.551	16.35	11.640999999999998	4.154	34.786	3.865	2.553	2.487
34.67496	10.327	26.383000000000003	3.265	6.09	5.989	10.076	14.512	7.665	11.182	26.593000000000004	3.4	6.819	5.571000000000001	11.234000000000002	14.392000000000001	7.5520000000000005	11.100999999999999	27.433000000000003	5.65	7.287000000000001	5.635	11.857000000000001	14.922	7.922000000000001	13.907	11.569	2.351	33.524	2.448	2.295	1.9980000000000002	15.205	11.222000000000001	2.782	35.43	2.883	2.456	2.556	16.993	11.9	4.325	34.417	3.611	2.888	2.459
34.84169	9.477	26.993000000000002	3.3480000000000003	6.072	6.004	10.118	15.009	6.787999999999999	11.219000000000001	27.041999999999998	3.154	6.7989999999999995	5.716	11.897	14.065999999999999	7.2989999999999995	10.642999999999999	26.925	5.596	7.265	5.879	12.815999999999999	14.365	7.733	14.534	11.279000000000002	2.467	34.29	2.6239999999999997	2.541	2.08	15.235999999999999	11.488	2.699	36.161	2.931	2.505	2.572	16.133	12.168	4.471	32.817	3.658	2.705	2.4090000000000003
35.00826	9.15	27.035	3.198	6.247000000000001	6.212000000000001	10.155	14.253	6.86	11.415	26.791999999999998	3.036	6.577999999999999	5.726	11.34	13.965	7.0760000000000005	10.737	27.263	5.702000000000001	6.944	5.561	12.979000000000001	14.130999999999998	7.475	14.627	11.508	2.448	35.305	2.5	2.1590000000000003	2.06	15.817	11.649000000000001	2.7769999999999997	34.319	2.7460000000000004	2.517	2.354	16.448	11.707	4.482	34.721	3.963	2.6839999999999997	2.421
35.17509	9.099	27.121	3.259	6.215	6.047999999999999	9.672	14.435	6.997999999999999	10.677999999999999	27.299	3.1630000000000003	6.515	5.925	11.815	14.280999999999999	7.2139999999999995	10.76	27.118000000000002	5.707000000000001	7.081	5.891	12.668	14.614	7.847	14.158	11.657	2.608	34.324	2.374	2.354	2.2880000000000003	16.243	11.703	2.7089999999999996	36.558	2.9419999999999997	2.548	2.681	17.372	11.758	4.515	35.809	3.866	2.617	2.5180000000000002
35.34167	9.702	27.05	3.411	6.66	6.132000000000001	9.981	14.215	6.915	10.655	28.346999999999998	3.2489999999999997	6.598	5.909	11.399000000000001	14.454	7.295	10.834000000000001	27.506999999999998	5.822	7.162000000000001	6.171	12.81	14.26	7.4	14.067	11.832	2.661	34.18	2.521	2.373	2.175	15.557	11.548	2.86	34.868	2.8289999999999997	2.6	2.667	17.045	12.030999999999999	4.599	35.566	3.752	2.57	2.438
35.50836	9.833	27.502	3.2319999999999998	6.09	6.417000000000001	9.714	14.775	7.04	10.261	27.415	3.2689999999999997	6.49	6.261	11.629000000000001	14.128	7.5520000000000005	10.279000000000002	27.433000000000003	6.0120000000000005	7.287000000000001	5.997000000000001	12.251	14.462	7.527	14.005999999999998	11.602	2.45	36.518	2.448	2.394	2.1630000000000003	15.698	11.485	3.176	30.691999999999997	2.9810000000000003	2.654	2.655	16.895	12.164000000000001	4.391	32.476	3.907	2.888	2.525
35.67502	9.636000000000001	27.180999999999997	3.148	5.937	6.526	9.686	14.905	6.98	10.195	27.656999999999996	3.2489999999999997	6.697	6.2379999999999995	11.629000000000001	14.06	7.295	10.439	27.605999999999998	5.8870000000000005	7.129	6.105	11.792	14.556	7.236000000000001	14.363	11.634	2.562	33.983000000000004	2.521	2.34	2.142	15.557	11.581	2.7939999999999996	27.804000000000002	2.8289999999999997	2.5340000000000003	2.47	16.782	11.965	4.566	29.849	3.752	2.866	2.504
35.8418	9.264	27.425	3.109	6.061	6.3870000000000005	9.972000000000001	15.09	6.906000000000001	10.841	27.803	3.0780000000000003	6.886	6.131	11.388	14.377	7.22	10.657	27.291	5.813	7.121	6.59	12.208	14.345999999999998	7.916	14.712	11.655999999999999	2.589	33.829	2.447	2.366	2.168	15.640999999999998	11.732999999999999	3.1489999999999996	26.241	2.822	2.6919999999999997	2.562	16.767	11.855	4.592	25.954	3.9419999999999997	2.596	2.727
36.0084	9.609	27.191	3.25	5.941	6.53	9.756	15.206	6.722	11.022	27.765	3.3510000000000004	6.471	6.34	11.207	14.099	7.2010000000000005	10.280999999999999	27.616	5.8260000000000005	7.1339999999999995	6.504	11.927999999999999	14.069	7.438	14.435	11.969000000000001	2.5980000000000003	32.580999999999996	2.525	2.377	2.146	15.925999999999998	11.751	2.8960000000000004	23.541999999999998	2.865	2.5380000000000003	2.7689999999999997	16.79	12.232999999999999	4.8660000000000005	24.897	3.7889999999999997	2.7710000000000004	2.705
36.17511	9.437999999999999	27.93	3.463	5.86	6.843999999999999	9.714	14.775	6.843	10.458	27.81	3.367	6.194	6.426	10.74	14.293	7.058	10.475999999999999	28.453000000000003	5.912999999999999	7.09	6.3260000000000005	12.35	14.823	7.461	14.697000000000001	11.898	2.713	29.28	2.7439999999999998	2.559	2.262	15.895999999999999	11.584000000000001	3.0780000000000003	24.638	3.0469999999999997	2.654	2.853	16.993	12.360999999999999	4.7860000000000005	24.448	4.17	3.052	2.821
36.34167	9.001	26.965	3.306	5.962000000000001	6.912999999999999	9.676	14.828	6.906000000000001	10.217	27.803	3.275	6.59	6.295	10.797	13.95	7.122000000000001	9.77	27.980999999999998	5.912000000000001	6.627999999999999	6.393	11.682	14.445	7.325	15.434000000000001	11.952	2.654	26.999000000000002	2.611	2.432	2.267	16.003	11.568	3.05	23.319000000000003	2.9539999999999997	2.593	2.759	17.128	12.118	4.953	24.772	4.04	2.76	2.53
36.50848	9.193	27.316	3.335	5.662999999999999	7.04	10.263	15.511	6.475	10.212	28.385	3.272	6.291	6.553999999999999	10.464	14.338	7.412999999999999	9.633	27.741	6.006	6.952000000000001	6.553	12.399000000000001	15.161	7.419	15.198	12.045	2.6839999999999997	24.822	2.6069999999999998	2.56	2.362	16.127	11.956	3.08	23.605999999999998	3.016	2.622	2.6239999999999997	17.022000000000002	12.013	4.752	22.726999999999997	4.0360000000000005	2.7569999999999997	2.625
36.67513	8.996	27.546	3.4010000000000002	5.959	7.138999999999999	9.869	14.92	6.705	10.376	28.024	3.173	6.553	6.653	10.759	14.436	7.183	9.961	27.544	6.072	6.919	6.553	11.217	14.142999999999999	7.189	14.607000000000001	12.012	2.6510000000000002	23.279	2.738	2.461	2.428	16.488	12.12	2.948	22.49	3.016	2.787	2.722	17.317	12.243	4.883	22.53	3.971	3.1180000000000003	2.6910000000000003
36.84178	8.815	27.674	3.213	5.871	6.92	9.062000000000001	14.708	6.455	10.129	28.215999999999998	3.1830000000000003	6.499	6.928	10.052	14.552999999999999	6.999	9.651	28.099	5.92	6.735	6.7620000000000005	10.937000000000001	14.982999999999999	7.794	14.659	12.062000000000001	2.694	23.7	2.62	2.472	2.372	15.853	12.04	2.991	22.219	3.0589999999999997	2.698	2.766	16.881	12.062999999999999	4.895	22.72	3.9819999999999998	3.227	2.635
37.00855	7.997999999999999	28.471999999999998	3.3480000000000003	6.072	7.318	9.263	14.615	6.919	10.299000000000001	27.83	3.187	6.471	6.965	10.287	14.559000000000001	7.004	9.492	27.583000000000002	6.023	6.871	7.095	11.107000000000001	14.562000000000001	7.438	15.125	12.33	2.9930000000000003	22.92	2.46	2.574	2.2769999999999997	16.156	12.079	3.3560000000000003	21.932	3.03	2.735	2.7689999999999997	18.335	11.937999999999999	5.194	23.057	4.348	2.968	2.738
37.17519	7.877000000000001	27.933000000000003	3.2230000000000003	6.112	7.457999999999999	9.601	14.922	6.501	10.146	28.046	3.259	6.412999999999999	7.236000000000001	10.199	14.505	7.604	10.458	27.701	5.933	6.649	6.906000000000001	11.117	14.969000000000001	7.2170000000000005	14.842	12.472999999999999	2.7689999999999997	21.885	2.665	2.647	2.481	16.236	12.552	2.969	22.08	2.971	2.84	2.9410000000000003	17.562	12.442	5.103	23.14	4.158	3.074	2.613
37.34187	8.191	28.068	3.509	5.837999999999999	7.412999999999999	10.047	14.905	6.718	10.458	28.413	3.2489999999999997	6.499	7.059	10.446	14.651	7.622999999999999	9.257	28.099	5.986000000000001	6.669	7.287999999999999	11.495999999999999	14.523	7.433	14.757	11.963	2.792	21.663	2.455	2.833	2.438	16.674	12.238	2.991	22.121	2.862	2.7969999999999997	2.766	17.374000000000002	12.425	5.19	22.26	4.048	3.03	2.8
37.50853	7.966	27.848000000000003	3.447	5.875	7.516	9.789	14.812000000000001	6.886	10.431	28.421999999999997	3.187	6.471	7.228	10.386	14.46	7.0360000000000005	9.46	29.029	6.023	6.772	7.2589999999999995	11.238	15.186	7.109	15.355	12.462	2.795	21.671	2.525	2.8369999999999997	2.4419999999999997	16.254	12.244000000000002	3.1919999999999997	21.669	3.063	2.801	2.835	17.94	12.168	5.063	21.677	4.413	2.968	2.803
37.67526	8.304	28.096999999999998	3.4530000000000003	5.9479999999999995	7.425	9.897	15.677999999999999	6.928	9.423	28.079	3.193	6.61	7.269	9.87	14.604000000000001	7.144	9.406	28.818	6.032	6.781000000000001	7.005	11.050999999999998	15.298	7.25	15.138	12.67	2.802	21.885	2.6319999999999997	2.647	2.481	16.565	12.355	3.1	21.85	2.872	2.8080000000000003	3.138	17.397000000000002	12.344000000000001	5.103	23.171999999999997	3.9610000000000003	2.943	2.6460000000000004
37.84184	7.93	28.17	3.367	5.897	7.539	10.311	14.978	6.912999999999999	9.674	28.839000000000002	3.173	6.231	7.187	9.988	14.398	7.127999999999999	9.298	28.397	6.148	6.797999999999999	7.218	10.776	14.731	7.7620000000000005	14.967	12.562000000000001	2.98	22.215	2.583	2.792	2.594	16.66	12.017999999999999	3.279	21.916	3.0839999999999996	2.822	2.8560000000000003	17.988	12.202	5.086	23.009	4.1080000000000005	3.155	3.055
